doi,issued,fname1,lname1,orcid1,affiliation1,org1,city1,region1,country1,fname2,lname2,orcid2,affiliation2,org2,city2,region2,country2,unique_place_id,lat2,lng2
10.4324/9781032668727-19,2024-07-26,Araby,Smyth,0000-0002-9488-6871,Department of Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Linda,Peake,/0000-0003-3698-0269,,,,,,  ,,
10.4324/9781032668727-1,2024-07-26,Araby,Smyth,0000-0002-9488-6871,Department of Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Linda,Peake,/0000-0003-3698-0269,,,,,,  ,,
10.4324/9781032668727-1,2024-07-26,Araby,Smyth,0000-0002-9488-6871,Department of Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Nasya S.,Razavi,/0000-0002-1568-6207,,,,,,  ,,
10.4324/9781032668727-26,2024-07-26,Araby,Smyth,0000-0002-9488-6871,Department of Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Linda,Peake,/0000-0003-3698-0269,,,,,,  ,,
10.4324/9781032668727-26,2024-07-26,Araby,Smyth,0000-0002-9488-6871,Department of Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Jenna,Blower,/0009-0004-4866-0355,,,,,,  ,,
10.1080/0966369x.2019.1681367,2019-11-05,Araby,Smyth,0000-0002-9488-6871,Department of Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Jess,Linz,,"Geography, University of Kentucky, Lexington, KY, USA;",,,,,  ,,
10.1080/0966369x.2019.1681367,2019-11-05,Araby,Smyth,0000-0002-9488-6871,Department of Geography and Environment,Mount Allison University,Sackville,New Brunswick,CA,Lauren,Hudson,,"Earth and Environmental Sciences, CUNY Graduate Center, New York, NY, USA",,,,,  ,,
10.1371/journal.pone.0332501,2025-09-23,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Alexia,McCormick,/0009-0002-9628-920X,,,,,,  ,,
10.1371/journal.pone.0332501,2025-09-23,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1242/jeb.249960,2025-01-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Cameron,Bell,/0009-0006-0117-9761,"1 Mount Allison University, Sackville, New Brunswick, Canada",,,,,  ,,
10.1242/jeb.249960,2025-01-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Rebecca S.,Raynal,/0000-0001-6932-2292,"2 Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, University of New South Wales, Sydney, New South Wales, Australia",,,,,  ,,
10.1242/jeb.249960,2025-01-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Daniel W. A.,Noble,/0000-0001-9460-8743,"3 Division of Ecology and Evolution, Australian National University, Canberra, Australian Capital Territory, Australia",,,,,  ,,
10.1242/jeb.249960,2025-01-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Lisa E.,Schwanz,/0000-0001-5864-7112,"2 Evolution & Ecology Research Centre, School of Biological, Earth, and Environmental Sciences, University of New South Wales, Sydney, New South Wales, Australia",,,,,  ,,
10.1242/jeb.249960,2025-01-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Daniel A.,Warner,/0000-0001-7231-7785,"4 Department of Biological Sciences, Auburn University, Auburn, Alabama, USA",,,,,  ,,
10.1242/jeb.249960,2025-01-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Jenna E.,Pruett,/0000-0001-6469-6447,"5 St. Mary's College of Maryland, St. Mary's City, Maryland, USA",,,,,  ,,
10.1242/jeb.249960,2025-01-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,"1 Mount Allison University, Sackville, New Brunswick, Canada",,,,,  ,,
10.1139/cjfr-2024-0294,2025-01-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Sara E.,Leslie,/0009-0008-0442-8801,,,,,,  ,,
10.1139/cjfr-2024-0294,2025-01-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Christopher B.,Edge,/0000-0002-4713-0035,"Natural Resources Canada, Canadian Forest Service",,,,,  ,,
10.1139/cjfr-2024-0294,2025-01-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,Mount Allison University,,,,,  ,,
10.1111/jeb.14067,2023-07-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1111/jeb.14067,2023-07-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Tonya M.,Haff,/0000-0001-5483-8149,"Australian National Wildlife Collection, CSIRO Acton Australian Capital Territory Australia",,,,,  ,,
10.1111/jeb.14067,2023-07-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia,Ryeland,/0000-0001-7983-9367,,,,,,  ,,
10.1111/jeb.14067,2023-07-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Eleanor,Drinkwater,/0000-0002-5273-4298,,,,,,  ,,
10.1111/jeb.14067,2023-07-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Kate D. L.,Umbers,/0000-0002-9375-4527,,,,,,  ,,
10.1111/jeb.14066,2022-07-21,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Rebecca S.,Raynal,/0000-0001-6932-2292,"Evolution &amp; Ecology Research Centre, School of Biological, Earth, and Environmental Sciences University of New South Wales  Sydney New South Wales Australia",,,,,  ,,
10.1111/jeb.14066,2022-07-21,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Lisa E.,Schwanz,/0000-0001-5864-7112,"Evolution &amp; Ecology Research Centre, School of Biological, Earth, and Environmental Sciences University of New South Wales  Sydney New South Wales Australia",,,,,  ,,
10.1111/jeb.14066,2022-07-21,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1111/jeb.14066,2022-07-21,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Kate D. L.,Umbers,/0000-0002-9375-4527,,,,,,  ,,
10.22621/cfn.v136i1.2811,2022-07-29,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,James,Baxter-Gilbert,/0000-0002-1283-8893,,Mount Allison University,Sackville,NB,CA,Sackville NB CA,46.00015,-64.38205
10.22621/cfn.v136i1.2811,2022-07-29,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Lorne,King,,,,,,,  ,,
10.1111/jzo.12951,2021-12-30,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,J. L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1111/jzo.12951,2021-12-30,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,J.,Baxter‐Gilbert,/0000-0002-1283-8893,Centre for Invasion Biology Department of Botany and Zoology Stellenbosch University Stellenbosch South Africa,,,,,  ,,
10.1111/jzo.12951,2021-12-30,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,M. J.,Whiting,/0000-0002-4662-0227,Department of Biological Sciences Macquarie University Sydney NSW Australia,,,,,  ,,
10.1111/jzo.12951,2021-12-30,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,M.,Cherry,/0000-0002-5161-7735,Department of Botany and Zoology Stellenbosch University Stellenbosch South Africa,,,,,  ,,
10.1242/jeb.243295,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Lisa E.,Schwanz,/0000-0001-5864-7112,"Evolution and Ecology Research Centre, and the School of Biological, Earth, and Environmental Sciences, University of New South Wales, Sydney, NSW 2035, Australia",,,,,  ,,
10.1242/jeb.243295,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Alex,Gunderson,/0000-0002-0120-4246,"School of Science and Engineering, Tulane University, New Orleans, LA 70118, USA",,,,,  ,,
10.1242/jeb.243295,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Maider,Iglesias-Carrasco,/0000-0003-0349-7967,"Ecology and Evolution of Sexual Interactions group, Doñana Biological Station-CSIC, Sevilla 41001, Spain",,,,,  ,,
10.1242/jeb.243295,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Michele A.,Johnson,/0000-0002-9278-5639,"Department of Biology, Trinity University, San Antonio, TX 78212, USA",,,,,  ,,
10.1242/jeb.243295,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Jacinta D.,Kong,/0000-0002-1085-8612,"School of Natural Sciences, Trinity College Dublin, Dublin 2, Ireland",,,,,  ,,
10.1242/jeb.243295,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Nicholas C.,Wu,/0000-0002-7130-1279,"School of Life and Environmental Sciences, The University of Sydney, NSW 2006, Australia",,,,,  ,,
10.1242/jeb.243369,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Rebecca S.,Raynal,/0000-0001-6932-2292,"Evolution & Ecology Research Centre, School of Biological, Earth and Environmental Sciences, UNSW Sydney, Sydney, NSW 2052, Australia",,,,,  ,,
10.1242/jeb.243369,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Daniel W. A.,Noble,/0000-0001-9460-8743,"Division of Ecology and Evolution, Research School of Biology, The Australian National University, Canberra, ACT 2600, Australia",,,,,  ,,
10.1242/jeb.243369,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,"Department of Biology, Mount Allison University, Sackville, NB, Canada, E4L 1E2",,,,,  ,,
10.1242/jeb.243369,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Alistair M.,Senior,/0000-0001-9805-7280,"Charles Perkins Centre, Faculty of Science, School of Life and Environmental Sciences and School of Mathematics and Statistics, The University of Sydney, Sydney, NSW 2006, Australia",,,,,  ,,
10.1242/jeb.243369,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Daniel A.,Warner,/0000-0001-7231-7785,"Department of Biological Sciences, College of Sciences and Mathematics, Auburn University, Auburn, AL 36849, USA",,,,,  ,,
10.1242/jeb.243369,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Geoffrey M.,While,/0000-0001-8122-9322,"School of Natural Sciences, University of Tasmania, Sandy Bay, Hobart, TAS 7001, Australia",,,,,  ,,
10.1242/jeb.243369,2022-03-08,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Lisa E.,Schwanz,/0000-0001-5864-7112,"Evolution & Ecology Research Centre, School of Biological, Earth and Environmental Sciences, UNSW Sydney, Sydney, NSW 2052, Australia",,,,,  ,,
10.1007/s00265-021-03121-1,2022-01-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Max,Mühlenhaupt,/0000-0003-0234-2533,,,,,,  ,,
10.1007/s00265-021-03121-1,2022-01-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,James,Baxter-Gilbert,/0000-0002-1283-8893,,Mount Allison University,Sackville,NB,CA,Sackville NB CA,46.00015,-64.38205
10.1007/s00265-021-03121-1,2022-01-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Buyisile G.,Makhubo,/0000-0002-1184-5362,,,,,,  ,,
10.1007/s00265-021-03121-1,2022-01-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1007/s00265-021-03121-1,2022-01-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,John,Measey,/0000-0001-9939-7615,,,,,,  ,,
10.1093/jhered/esab048,2021-08-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1093/jhered/esab048,2021-08-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Adam,Stow,/0000-0002-6796-4854,"Department of Biological Sciences, Macquarie University , Sydney, New South Wales , Australia",,,,,  ,,
10.1093/jhered/esab048,2021-08-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Peri E,Bolton,/0000-0002-2057-1973,,,,,,  ,,
10.1093/jhered/esab048,2021-08-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Siobhan,Dennison,/0000-0002-3308-2810,"Department of Biological Sciences, Macquarie University , Sydney, New South Wales , Australia",,,,,  ,,
10.1093/jhered/esab048,2021-08-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Richard W,Byrne,/0000-0001-9862-9373,"School of Psychology and Neuroscience, University of St. Andrews , St. Andrews, Fife , UK",,,,,  ,,
10.1093/jhered/esab048,2021-08-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Martin J,Whiting,/0000-0002-4662-0227,"Department of Biological Sciences, Macquarie University , Sydney, New South Wales , Australia",,,,,  ,,
10.1007/s11252-020-01065-4,2020-10-14,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,James,Baxter-Gilbert,/0000-0002-1283-8893,,Mount Allison University,Sackville,NB,CA,Sackville NB CA,46.00015,-64.38205
10.1007/s11252-020-01065-4,2020-10-14,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1007/s11252-020-01065-4,2020-10-14,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Celine H.,Frère,/0000-0002-9671-2138,,,,,,  ,,
10.1007/s11252-020-01065-4,2020-10-14,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Martin J.,Whiting,/0000-0002-4662-0227,,,,,,  ,,
10.1111/aec.13030,2021-04-12,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1111/aec.13030,2021-04-12,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,James H.,Baxter‐Gilbert,/0000-0002-1283-8893,Centre for Invasion Biology Department of Botany and Zoology Stellenbosch University Stellenbosch Western Cape South Africa,,,,,  ,,
10.1111/aec.13030,2021-04-12,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Martin J.,Whiting,/0000-0002-4662-0227,Department of Biological Sciences Macquarie University Marsfield New South Wales Australia,,,,,  ,,
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,James,Baxter‐Gilbert,/0000-0002-1283-8893,Centre for Invasion Biology Department of Botany and Zoology Stellenbosch University Matieland South Africa,Mount Allison University,Sackville,NB,CA,Sackville NB CA,46.00015,-64.38205
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Cláudia,Baider,/0000-0002-2203-2076,The Mauritius Herbarium Agricultural Services Ministry of Agro‐Industry and Food Security Réduit Mauritius,,,,,  ,,
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,F.B. Vincent,Florens,/0000-0002-1720-5438,"Tropical Island Biodiversity, Ecology and Conservation Pole of Research Faculty of Science University of Mauritius Réduit Mauritius",,,,,  ,,
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Oliver,Hawlitschek,/0000-0001-8010-4157,Centrum für Naturkunde Universität Hamburg Hamburg Germany,,,,,  ,,
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Ashwini V.,Mohan,/0000-0001-9505-0665,Department of Evolutionary Biology Zoological Institute Braunschweig University of Technology Braunschweig Germany,,,,,  ,,
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Nitya P.,Mohanty,/0000-0001-7768-6483,Centre for Invasion Biology Department of Botany and Zoology Stellenbosch University Matieland South Africa,,,,,  ,,
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Carla,Wagener,/0000-0002-2248-6043,Centre for Invasion Biology Department of Botany and Zoology Stellenbosch University Matieland South Africa,,,,,  ,,
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Kathleen C.,Webster,/0000-0002-2354-2991,Zoologische Staatssammlung München (ZSM‐SNSB) Munich Germany,,,,,  ,,
10.1111/aec.13012,2021-02-19,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1098/rsbl.2020.0651,2020-11-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,James,Baxter-Gilbert,/0000-0002-1283-8893,"Centre for Invasion Biology, Stellenbosch University, Stellenbosch, Western Cape, 7600, South Africa",Mount Allison University,Sackville,NB,CA,Sackville NB CA,46.00015,-64.38205
10.1098/rsbl.2020.0651,2020-11-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1098/rsbl.2020.0651,2020-11-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Carla,Wagener,/0000-0002-2248-6043,"Centre for Invasion Biology, Stellenbosch University, Stellenbosch, Western Cape, 7600, South Africa",,,,,  ,,
10.1098/rsbl.2020.0651,2020-11-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Nitya P.,Mohanty,/0000-0001-7768-6483,"Centre for Invasion Biology, Stellenbosch University, Stellenbosch, Western Cape, 7600, South Africa",,,,,  ,,
10.1098/rsbl.2020.0651,2020-11-01,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,John,Measey,/0000-0001-9939-7615,"Centre for Invasion Biology, Stellenbosch University, Stellenbosch, Western Cape, 7600, South Africa",,,,,  ,,
10.1007/s00265-020-02893-2,2020-09-05,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Isabel,Damas-Moreira,/0000-0003-4630-3202,,,,,,  ,,
10.1007/s00265-020-02893-2,2020-09-05,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1007/s00265-020-02893-2,2020-09-05,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Miguel A.,Carretero,/0000-0002-2335-7198,,,,,,  ,,
10.1007/s00265-020-02893-2,2020-09-05,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,D. James,Harris,/0000-0001-5144-2421,,,,,,  ,,
10.1007/s00265-020-02893-2,2020-09-05,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Martin J.,Whiting,/0000-0002-4662-0227,,,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Devang,Mehta,/0000-0002-8911-1174,"Department of Biological Sciences, University of Alberta, Edmonton, Canada",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Yaw,Bediako,/0000-0001-9786-7564,"West African Centre for Cell Biology of Infectious Pathogens, University of Ghana, Accra, Ghana",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Charlotte M,de Winde,/0000-0002-8318-4612,"MRC Laboratory for Molecular Cell Biology, University College London, London, United Kingdom",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Hedyeh,Ebrahimi,/0000-0003-3647-7356,"Non-Communicable Diseases Research Center, Endocrinology and Metabolism Population Sciences Institute, Tehran, Islamic Republic of Iran",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Florencia,Fernández-Chiappe,/0000-0002-1577-0804,"Instituto de Investigación en Biomedicina de Buenos Aires – CONICET – Partner Institute of the Max Planck Society, Buenos Aires, Argentina",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Vinodh,Ilangovan,/0000-0002-3445-5383,"Aarhus University, Aarhus, Denmark",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Carolina,Paz Quezada,/0000-0002-0260-5754,"Centro Integrativo de Biología y Química Aplicada, Universidad Bernardo O'Higgins, Santiago, Chile",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Shyam M,Saladi,/0000-0001-9701-3059,"Biochemistry and Molecular Biophysics Option, California Institute of Technology, Pasadena, United States",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Andy,Tay,/0000-0003-3652-9515,"Department of Biomedical Engineering, National University of Singapore, Singapore, Singapore",,,,,  ,,
10.7554/elife.60438,2020-07-07,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Tracey,Weissgerber,/0000-0002-7490-2600,"QUEST – Quality | Ethics | Open Science | Translation, Charité – Universitätsmedizin Berlin, Berlin Institutes of Health, Berlin, Germany",,,,,  ,,
10.1007/s00265-020-2800-y,2020-04-30,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Julia L.,Riley,/0000-0001-7691-6910,,,,,,  ,,
10.1007/s00265-020-2800-y,2020-04-30,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Sean,Hudson,,,,,,,  ,,
10.1007/s00265-020-2800-y,2020-04-30,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Coral,Frenette-Ling,,,,,,,  ,,
10.1007/s00265-020-2800-y,2020-04-30,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Christina M.,Davy,/0000-0003-4011-6828,,,,,,  ,,
10.7554/elife.57032,2020-03-27,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Tracey,Weissgerber,/0000-0002-7490-2600,,,,,,  ,,
10.7554/elife.57032,2020-03-27,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Yaw,Bediako,/0000-0001-9786-7564,"West African Centre for Cell Biology of Infectious Pathogens, University of Ghana, Accra, Ghana",,,,,  ,,
10.7554/elife.57032,2020-03-27,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Charlotte M,de Winde,/0000-0002-8318-4612,"MRC Laboratory for Molecular Cell Biology, University College London, London, United Kingdom",,,,,  ,,
10.7554/elife.57032,2020-03-27,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Hedyeh,Ebrahimi,/0000-0003-3647-7356,"Non-Communicable Diseases Research Center, Endocrinology and Endocrinology and Metabolism Population Sciences Institute, Tehran University of Medical Sciences, Tehran, Islamic Republic of Iran",,,,,  ,,
10.7554/elife.57032,2020-03-27,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Florencia,Fernández-Chiappe,/0000-0002-1577-0804,"Instituto de Investigación en Biomedicina de Buenos Aires - CONICET - Partner Institute of the Max Planck Society, Buenos Aires, Argentina",,,,,  ,,
10.7554/elife.57032,2020-03-27,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Vinodh,Ilangovan,/0000-0002-3445-5383,"Aarhus University, Aarhus, Denmark",,,,,  ,,
10.7554/elife.57032,2020-03-27,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Devang,Mehta,/0000-0002-8911-1174,"Department of Biological Sciences, University of Alberta, Edmonton, Canada",,,,,  ,,
10.7554/elife.57032,2020-03-27,Julia,Riley,0000-0001-7691-6910,Department of Biology,Mount Allison University,Sackville,New Brunswick,CA,Carolina,Paz Quezada,/0000-0002-0260-5754,"Centro Integrativo de Biología y Química Aplicada, Universidad Bernardo O'Higgins, Santiago, Chile",,,,,  ,,
